"Year","Age","Sex","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus [HIV] disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2006,"1 to 14 years","Females","Percentage of deaths",0,0,0.3,0,0,0,1.5,0,0,0,0,0.3,0,0,14.9,2.2,0,0,0,0.6,0,0,4,0,1.2,0,0,2.5,0.3,0,0,0.9,0,0.6,0,0,0,0.3,0,0,0,0,1.2,9,21.7,5.6,4.6,0,0,0,28.2
2006,"1 to 14 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0.1,0,0,0.5,0,0.2,0,0,0.3,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0.2,1.1,2.7,0.7,0.6,0,0,0,3.5
2006,"1 to 14 years","Females","Rank of leading causes of death",19,19,15,19,19,19,9,19,19,19,19,15,19,19,2,8,19,19,19,13,19,19,6,19,10,19,19,7,15,19,19,12,19,13,19,19,19,15,19,0,19,19,10,3,1,4,5,19,19,19,0
2006,"1 to 4 years","Both sexes","Number of deaths",0,0,0,0,0,0,4,0,0,0,0,0,0,0,39,4,1,0,0,4,0,0,11,0,3,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,30,70,0,11,0,0,0,93
2006,"1 to 4 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,13.7,1.4,0.4,0,0,1.4,0,0,3.9,0,1.1,0,0,2.5,1.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.4,10.6,24.6,0,3.9,0,0,0,32.7
2006,"1 to 4 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,2.9,0.3,0.1,0,0,0.3,0,0,0.8,0,0.2,0,0,0.5,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,2.2,5.1,0,0.8,0,0,0,6.8
2006,"1 to 4 years","Both sexes","Rank of leading causes of death",15,15,15,15,15,15,7,15,15,15,15,15,15,15,2,7,13,15,15,7,15,15,4,15,10,15,15,6,10,15,15,10,15,15,15,15,15,15,15,15,15,15,13,3,1,15,4,15,15,15,0
2006,"1 to 4 years","Males","Number of deaths",0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,2,1,0,0,2,0,0,5,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,0,5,0,0,0,57
2006,"1 to 4 years","Males","Percentage of deaths",0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,12.9,1.2,0.6,0,0,1.2,0,0,3.1,0,0.6,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,29.4,0,3.1,0,0,0,35
2006,"1 to 4 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,3,0.3,0.1,0,0,0.3,0,0,0.7,0,0.1,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,6.9,0,0.7,0,0,0,8.2
2006,"1 to 4 years","Males","Rank of leading causes of death",13,13,13,13,13,13,6,13,13,13,13,13,13,13,2,6,11,13,13,6,13,13,4,13,11,13,13,6,6,13,13,13,13,13,13,13,13,13,13,13,0,0,13,3,1,13,4,13,13,13,0
2006,"1 to 4 years","Females","Number of deaths",0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,2,0,0,0,2,0,0,6,0,2,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,15,22,0,6,0,0,0,36
2006,"1 to 4 years","Females","Percentage of deaths",0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,14.9,1.7,0,0,0,1.7,0,0,5,0,1.7,0,0,4.1,0.8,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0.8,12.4,18.2,0,5,0,0,0,29.8
2006,"1 to 4 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,2.7,0.3,0,0,0,0.3,0,0,0.9,0,0.3,0,0,0.8,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.2,2.3,3.3,0,0.9,0,0,0,5.4
2006,"1 to 4 years","Females","Rank of leading causes of death",14,14,14,14,14,14,8,14,14,14,14,14,14,14,2,8,14,14,14,8,14,14,4,14,8,14,14,6,12,14,14,7,14,14,14,14,14,14,14,0,14,14,12,3,1,14,4,14,14,14,0
2006,"5 to 9 years","Both sexes","Number of deaths",0,0,1,0,0,0,1,0,0,0,0,1,0,0,44,5,0,0,0,1,0,0,5,0,3,0,0,5,0,0,0,1,0,1,1,0,0,3,0,0,0,0,2,15,54,0,7,0,0,0,48
2006,"5 to 9 years","Both sexes","Percentage of deaths",0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,22.2,2.5,0,0,0,0.5,0,0,2.5,0,1.5,0,0,2.5,0,0,0,0.5,0,0.5,0.5,0,0,1.5,0,0,0,0,1,7.6,27.3,0,3.5,0,0,0,24.2
2006,"5 to 9 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0,2.4,0.3,0,0,0,0.1,0,0,0.3,0,0.2,0,0,0.3,0,0,0,0.1,0,0.1,0.1,0,0,0.2,0,0,0,0,0.1,0.8,2.9,0,0.4,0,0,0,2.6
2006,"5 to 9 years","Both sexes","Rank of leading causes of death",18,18,11,18,18,18,11,18,18,18,18,11,18,18,2,5,18,18,18,11,18,18,5,18,8,18,18,5,18,18,18,11,18,11,11,18,18,8,18,18,18,18,10,3,1,18,4,18,18,18,0
2006,"5 to 9 years","Males","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,0,0,1,0,0,4,0,1,0,0,3,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,7,34,0,5,0,0,0,23
2006,"5 to 9 years","Males","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,23.4,0.9,0,0,0,0.9,0,0,3.6,0,0.9,0,0,2.7,0,0,0,0.9,0,0,0.9,0,0,2.7,0,0,0,0,0,6.3,30.6,0,4.5,0,0,0,20.7
2006,"5 to 9 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.8,0.1,0,0,0,0.1,0,0,0.4,0,0.1,0,0,0.3,0,0,0,0.1,0,0,0.1,0,0,0.3,0,0,0,0,0,0.7,3.6,0,0.5,0,0,0,2.4
2006,"5 to 9 years","Males","Rank of leading causes of death",14,14,14,14,14,14,8,14,14,14,14,14,14,14,2,8,14,14,14,8,14,14,5,14,8,14,14,6,14,14,14,8,14,14,8,14,14,6,14,14,0,0,14,3,1,14,4,14,14,14,0
2006,"5 to 9 years","Females","Number of deaths",0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,4,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,20,0,2,0,0,0,25
2006,"5 to 9 years","Females","Percentage of deaths",0,0,1.1,0,0,0,0,0,0,0,0,1.1,0,0,20.7,4.6,0,0,0,0,0,0,1.1,0,2.3,0,0,2.3,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,2.3,9.2,23,0,2.3,0,0,0,28.7
2006,"5 to 9 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,2,0.4,0,0,0,0,0,0,0.1,0,0.2,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0.9,2.2,0,0.2,0,0,0,2.8
2006,"5 to 9 years","Females","Rank of leading causes of death",13,13,9,13,13,13,13,13,13,13,13,9,13,13,2,4,13,13,13,13,13,13,9,13,5,13,13,5,13,13,13,13,13,9,13,13,13,13,13,0,13,13,5,3,1,13,5,13,13,13,0
2006,"10 to 14 years","Both sexes","Number of deaths",0,0,0,0,0,0,4,0,0,0,0,0,0,0,38,4,0,2,0,0,0,0,11,0,2,0,1,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,12,82,31,10,0,0,0,70
2006,"10 to 14 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,13.8,1.5,0,0.7,0,0,0,0,4,0,0.7,0,0.4,1.1,0,0,0,0,0,0.4,0.4,0,0,0.4,0,0,0,0,0.7,4.4,29.8,11.3,3.6,0,0,0,25.5
2006,"10 to 14 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.8,0.2,0,0.1,0,0,0,0,0.5,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,3.9,1.5,0.5,0,0,0,3.3
2006,"10 to 14 years","Both sexes","Rank of leading causes of death",17,17,17,17,17,17,7,17,17,17,17,17,17,17,2,7,17,10,17,17,17,17,5,17,10,17,13,9,17,17,17,17,17,13,13,17,17,13,17,17,17,17,10,4,1,3,6,17,17,17,0
2006,"10 to 14 years","Males","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,3,0,2,0,0,0,0,5,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,54,13,3,0,0,0,40
2006,"10 to 14 years","Males","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,16.3,1.9,0,1.3,0,0,0,0,3.1,0,1.3,0,0.6,1.3,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.6,3.8,33.8,8.1,1.9,0,0,0,25
2006,"10 to 14 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.4,0.3,0,0.2,0,0,0,0,0.5,0,0.2,0,0.1,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.6,5,1.2,0.3,0,0,0,3.7
2006,"10 to 14 years","Males","Rank of leading causes of death",15,15,15,15,15,15,11,15,15,15,15,15,15,15,2,6,15,8,15,15,15,15,5,15,8,15,11,8,15,15,15,15,15,15,11,15,15,15,15,15,0,0,11,4,1,3,6,15,15,15,0
2006,"10 to 14 years","Females","Number of deaths",0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,28,18,7,0,0,0,30
2006,"10 to 14 years","Females","Percentage of deaths",0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,10.4,0.9,0,0,0,0,0,0,5.2,0,0,0,0,0.9,0,0,0,0,0,0.9,0,0,0,0.9,0,0,0,0,0.9,5.2,24.3,15.7,6.1,0,0,0,26.1
2006,"10 to 14 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1.2,0.1,0,0,0,0,0,0,0.6,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0.6,2.7,1.8,0.7,0,0,0,2.9
2006,"10 to 14 years","Females","Rank of leading causes of death",13,13,13,13,13,13,7,13,13,13,13,13,13,13,3,8,13,13,13,13,13,13,5,13,13,13,13,8,13,13,13,13,13,8,13,13,13,8,13,0,13,13,8,5,1,2,4,13,13,13,0
2006,"15 to 24","Both sexes","Number of deaths",0,0,3,0,0,1,7,0,0,0,0,1,3,0,158,9,5,13,0,4,0,0,55,1,17,0,2,15,0,10,0,5,0,2,0,2,1,5,0,0,0,3,3,42,995,417,132,3,0,2,387
2006,"15 to 24","Both sexes","Percentage of deaths",0,0,0.1,0,0,0,0.3,0,0,0,0,0,0.1,0,6.9,0.4,0.2,0.6,0,0.2,0,0,2.4,0,0.7,0,0.1,0.7,0,0.4,0,0.2,0,0.1,0,0.1,0,0.2,0,0,0,0.1,0.1,1.8,43.2,18.1,5.7,0.1,0,0.1,16.8
2006,"15 to 24","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0,0.1,0,3.6,0.2,0.1,0.3,0,0.1,0,0,1.2,0,0.4,0,0,0.3,0,0.2,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.9,22.4,9.4,3,0.1,0,0,8.7
2006,"15 to 24","Both sexes","Rank of leading causes of death",30,30,17,30,30,26,12,30,30,30,30,26,17,30,3,11,13,9,30,16,30,30,5,26,7,30,22,8,30,10,30,13,30,22,30,22,26,13,30,30,30,17,17,6,1,2,4,17,30,22,0
2006,"15 to 24","Males","Number of deaths",0,0,3,0,0,0,3,0,0,0,0,1,2,0,102,7,2,8,0,4,0,0,38,1,11,0,1,9,0,5,0,2,0,2,0,1,1,3,0,0,0,0,2,26,720,331,108,3,0,1,255
2006,"15 to 24","Males","Percentage of deaths",0,0,0.2,0,0,0,0.2,0,0,0,0,0.1,0.1,0,6.2,0.4,0.1,0.5,0,0.2,0,0,2.3,0.1,0.7,0,0.1,0.5,0,0.3,0,0.1,0,0.1,0,0.1,0.1,0.2,0,0,0,0,0.1,1.6,43.6,20,6.5,0.2,0,0.1,15.4
2006,"15 to 24","Males","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0,4.5,0.3,0.1,0.4,0,0.2,0,0,1.7,0,0.5,0,0,0.4,0,0.2,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0.1,1.1,31.7,14.6,4.8,0.1,0,0,11.2
2006,"15 to 24","Males","Rank of leading causes of death",28,28,13,28,28,28,13,28,28,28,28,22,17,28,4,10,17,9,28,12,28,28,5,22,7,28,22,8,28,11,28,17,28,17,28,22,22,13,28,28,0,0,17,6,1,2,3,13,28,22,0
2006,"15 to 24","Females","Number of deaths",0,0,0,0,0,1,4,0,0,0,0,0,1,0,56,2,3,5,0,0,0,0,17,0,6,0,1,6,0,5,0,3,0,0,0,1,0,2,0,0,0,3,1,16,275,86,24,0,0,1,132
2006,"15 to 24","Females","Percentage of deaths",0,0,0,0,0,0.2,0.6,0,0,0,0,0,0.2,0,8.6,0.3,0.5,0.8,0,0,0,0,2.6,0,0.9,0,0.2,0.9,0,0.8,0,0.5,0,0,0,0.2,0,0.3,0,0,0,0.5,0.2,2.5,42.2,13.2,3.7,0,0,0.2,20.3
2006,"15 to 24","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,2.6,0.1,0.1,0.2,0,0,0,0,0.8,0,0.3,0,0,0.3,0,0.2,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0.7,12.7,4,1.1,0,0,0,6.1
2006,"15 to 24","Females","Rank of leading causes of death",23,23,23,23,23,17,11,23,23,23,23,23,17,23,3,15,12,9,23,23,23,23,5,23,7,23,17,7,23,9,23,12,23,23,23,17,23,15,23,0,23,12,17,6,1,2,4,23,23,17,0
2006,"15 to 19 years","Both sexes","Number of deaths",0,0,3,0,0,0,3,0,0,0,0,1,0,0,62,6,3,4,0,2,0,0,25,1,9,0,1,6,0,7,0,2,0,2,0,0,0,1,0,0,0,1,1,22,466,152,55,0,0,1,149
2006,"15 to 19 years","Both sexes","Percentage of deaths",0,0,0.3,0,0,0,0.3,0,0,0,0,0.1,0,0,6.3,0.6,0.3,0.4,0,0.2,0,0,2.5,0.1,0.9,0,0.1,0.6,0,0.7,0,0.2,0,0.2,0,0,0,0.1,0,0,0,0.1,0.1,2.2,47.3,15.4,5.6,0,0,0.1,15.1
2006,"15 to 19 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,2.9,0.3,0.1,0.2,0,0.1,0,0,1.2,0,0.4,0,0,0.3,0,0.3,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,1,21.5,7,2.5,0,0,0,6.9
2006,"15 to 19 years","Both sexes","Rank of leading causes of death",25,25,12,25,25,25,12,25,25,25,25,18,25,25,3,9,12,11,25,15,25,25,5,18,7,25,18,9,25,8,25,15,25,15,25,25,25,18,25,25,25,18,18,6,1,2,4,25,25,18,0
2006,"15 to 19 years","Males","Number of deaths",0,0,3,0,0,0,0,0,0,0,0,1,0,0,39,4,1,3,0,2,0,0,18,1,7,0,1,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,14,326,112,44,0,0,0,88
2006,"15 to 19 years","Males","Percentage of deaths",0,0,0.4,0,0,0,0,0,0,0,0,0.1,0,0,5.8,0.6,0.1,0.4,0,0.3,0,0,2.7,0.1,1,0,0.1,0.6,0,0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2.1,48.4,16.6,6.5,0,0,0,13.1
2006,"15 to 19 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0,3.5,0.4,0.1,0.3,0,0.2,0,0,1.6,0.1,0.6,0,0.1,0.4,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1.3,29.3,10.1,4,0,0,0,7.9
2006,"15 to 19 years","Males","Rank of leading causes of death",19,19,11,19,19,19,19,19,19,19,19,15,19,19,4,8,15,11,19,13,19,19,5,15,7,19,15,8,19,8,19,19,19,13,19,19,19,19,19,19,0,0,19,6,1,2,3,19,19,19,0
2006,"15 to 19 years","Females","Number of deaths",0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,2,2,1,0,0,0,0,7,0,2,0,0,2,0,3,0,2,0,0,0,0,0,1,0,0,0,1,1,8,140,40,11,0,0,1,61
2006,"15 to 19 years","Females","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.4,0.6,0.6,0.3,0,0,0,0,2.3,0,0.6,0,0,0.6,0,1,0,0.6,0,0,0,0,0,0.3,0,0,0,0.3,0.3,2.6,45,12.9,3.5,0,0,0.3,19.6
2006,"15 to 19 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,2.2,0.2,0.2,0.1,0,0,0,0,0.7,0,0.2,0,0,0.2,0,0.3,0,0.2,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.8,13.2,3.8,1,0,0,0.1,5.8
2006,"15 to 19 years","Females","Rank of leading causes of death",19,19,19,19,19,19,7,19,19,19,19,19,19,19,3,9,9,14,19,19,19,19,6,19,9,19,19,9,19,7,19,9,19,19,19,19,19,14,19,0,19,14,14,5,1,2,4,19,19,14,0
2006,"20 to 24 years","Both sexes","Number of deaths",0,0,0,0,0,1,4,0,0,0,0,0,3,0,96,3,2,9,0,2,0,0,30,0,8,0,1,9,0,3,0,3,0,0,0,2,1,4,0,0,0,2,2,20,529,265,77,3,0,1,238
2006,"20 to 24 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.1,0.3,0,0,0,0,0,0.2,0,7.3,0.2,0.2,0.7,0,0.2,0,0,2.3,0,0.6,0,0.1,0.7,0,0.2,0,0.2,0,0,0,0.2,0.1,0.3,0,0,0,0.2,0.2,1.5,40.1,20.1,5.8,0.2,0,0.1,18.1
2006,"20 to 24 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,4.2,0.1,0.1,0.4,0,0.1,0,0,1.3,0,0.4,0,0,0.4,0,0.1,0,0.1,0,0,0,0.1,0,0.2,0,0,0,0.1,0.1,0.9,23.4,11.7,3.4,0.1,0,0,10.5
2006,"20 to 24 years","Both sexes","Rank of leading causes of death",26,26,26,26,26,22,10,26,26,26,26,26,12,26,3,12,17,7,26,17,26,26,5,26,9,26,22,7,26,12,26,12,26,26,26,17,22,10,26,26,26,17,17,6,1,2,4,12,26,22,0
2006,"20 to 24 years","Males","Number of deaths",0,0,0,0,0,0,3,0,0,0,0,0,2,0,63,3,1,5,0,2,0,0,20,0,4,0,0,5,0,1,0,2,0,0,0,1,1,3,0,0,0,0,2,12,394,219,64,3,0,1,167
2006,"20 to 24 years","Males","Percentage of deaths",0,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,6.4,0.3,0.1,0.5,0,0.2,0,0,2,0,0.4,0,0,0.5,0,0.1,0,0.2,0,0,0,0.1,0.1,0.3,0,0,0,0,0.2,1.2,40.3,22.4,6.5,0.3,0,0.1,17.1
2006,"20 to 24 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,5.4,0.3,0.1,0.4,0,0.2,0,0,1.7,0,0.3,0,0,0.4,0,0.1,0,0.2,0,0,0,0.1,0.1,0.3,0,0,0,0,0.2,1,34,18.9,5.5,0.3,0,0.1,14.4
2006,"20 to 24 years","Males","Rank of leading causes of death",23,23,23,23,23,23,10,23,23,23,23,23,14,23,4,10,18,7,23,14,23,23,5,23,9,23,23,7,23,18,23,14,23,23,23,18,18,10,23,23,0,0,14,6,1,2,3,10,23,18,0
2006,"20 to 24 years","Females","Number of deaths",0,0,0,0,0,1,1,0,0,0,0,0,1,0,33,0,1,4,0,0,0,0,10,0,4,0,1,4,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,8,135,46,13,0,0,0,71
2006,"20 to 24 years","Females","Percentage of deaths",0,0,0,0,0,0.3,0.3,0,0,0,0,0,0.3,0,9.7,0,0.3,1.2,0,0,0,0,2.9,0,1.2,0,0.3,1.2,0,0.6,0,0.3,0,0,0,0.3,0,0.3,0,0,0,0.6,0,2.4,39.7,13.5,3.8,0,0,0,20.9
2006,"20 to 24 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,3,0,0.1,0.4,0,0,0,0,0.9,0,0.4,0,0.1,0.4,0,0.2,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.2,0,0.7,12.2,4.2,1.2,0,0,0,6.4
2006,"20 to 24 years","Females","Rank of leading causes of death",20,20,20,20,20,12,12,20,20,20,20,20,12,20,3,20,12,7,20,20,20,20,5,20,7,20,12,7,20,10,20,12,20,20,20,12,20,12,20,0,20,10,20,6,1,2,4,20,20,20,0
2006,"25 to 34 years","Both sexes","Number of deaths",0,0,0,0,0,2,10,0,0,0,1,3,52,0,339,15,5,32,0,1,1,0,166,1,30,1,6,25,0,18,0,9,2,1,1,14,4,12,2,0,0,14,1,45,821,480,114,3,0,4,431
2006,"25 to 34 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.1,0.4,0,0,0,0,0.1,2,0,12.7,0.6,0.2,1.2,0,0,0,0,6.2,0,1.1,0,0.2,0.9,0,0.7,0,0.3,0.1,0,0,0.5,0.2,0.5,0.1,0,0,0.5,0,1.7,30.8,18,4.3,0.1,0,0.2,16.2
2006,"25 to 34 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0.1,1.2,0,7.6,0.3,0.1,0.7,0,0,0,0,3.7,0,0.7,0,0.1,0.6,0,0.4,0,0.2,0,0,0,0.3,0.1,0.3,0,0,0,0.3,0,1,18.4,10.8,2.6,0.1,0,0.1,9.7
2006,"25 to 34 years","Both sexes","Rank of leading causes of death",35,35,35,35,35,24,16,35,35,35,27,22,6,35,3,12,19,8,35,27,27,35,4,27,9,27,18,10,35,11,35,17,24,27,27,13,20,15,24,35,35,13,27,7,1,2,5,22,35,20,0
2006,"25 to 34 years","Males","Number of deaths",0,0,0,0,0,2,4,0,0,0,1,2,34,0,188,5,3,24,0,0,1,0,113,1,18,1,4,17,0,6,0,4,1,1,0,6,1,5,0,0,0,0,0,29,648,362,87,3,0,1,273
2006,"25 to 34 years","Males","Percentage of deaths",0,0,0,0,0,0.1,0.2,0,0,0,0.1,0.1,1.8,0,10.2,0.3,0.2,1.3,0,0,0.1,0,6.1,0.1,1,0.1,0.2,0.9,0,0.3,0,0.2,0.1,0.1,0,0.3,0.1,0.3,0,0,0,0,0,1.6,35.1,19.6,4.7,0.2,0,0.1,14.8
2006,"25 to 34 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,1.5,0,8.3,0.2,0.1,1.1,0,0,0,0,5,0,0.8,0,0.2,0.8,0,0.3,0,0.2,0,0,0,0.3,0,0.2,0,0,0,0,0,1.3,28.8,16.1,3.9,0.1,0,0,12.1
2006,"25 to 34 years","Males","Rank of leading causes of death",30,30,30,30,30,20,15,30,30,30,22,20,6,30,3,13,18,8,30,30,22,30,4,22,9,22,15,10,30,11,30,15,22,22,30,11,22,13,30,30,0,0,30,7,1,2,5,18,30,22,0
2006,"25 to 34 years","Females","Number of deaths",0,0,0,0,0,0,6,0,0,0,0,1,18,0,151,10,2,8,0,1,0,0,53,0,12,0,2,8,0,12,0,5,1,0,1,8,3,7,2,0,0,14,1,16,173,118,27,0,0,3,158
2006,"25 to 34 years","Females","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.1,2.2,0,18.4,1.2,0.2,1,0,0.1,0,0,6.5,0,1.5,0,0.2,1,0,1.5,0,0.6,0.1,0,0.1,1,0.4,0.9,0.2,0,0,1.7,0.1,1.9,21.1,14.4,3.3,0,0,0.4,19.2
2006,"25 to 34 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0.8,0,6.8,0.5,0.1,0.4,0,0,0,0,2.4,0,0.5,0,0.1,0.4,0,0.5,0,0.2,0,0,0,0.4,0.1,0.3,0.1,0,0,0.6,0,0.7,7.8,5.3,1.2,0,0,0.1,7.2
2006,"25 to 34 years","Females","Rank of leading causes of death",28,28,28,28,28,28,16,28,28,28,28,23,6,28,2,11,20,12,28,23,28,28,4,28,9,28,20,12,28,9,28,17,23,28,23,12,18,15,20,0,28,8,23,7,1,3,5,28,28,18,0
